domain,company_name,tld,status,description,date,ollama_country,final_country,processed_at
moncaro.com,Moncaro,com,breached,"www.moncaro.com Via Madonna del Piano, 7/a, 60036 Montecarotto AN, Italy 193.5 GB Description Moncaro is comfortably established in its territory thanks to its agriculturalists and its vineyards. The company plays an important role in the development of economic activities linked to tradition and land, such as viniculture. Committed to the research and conservation of the biodiversity of the many micro-environments of Le Marche region, Moncaro is a fundamental custodian of the memory of this land, a contributor to the maintenance of the economic and social structures and, consequently, of the landscape. Projects conducted by Moncaro, in collaboration with various universities, have led to the selection of local yeasts and to the identification, study and replanting of clones of early Verdicchio vines planted in these hills in bygone times. Moncaro also provides ongoing support to associations and initiatives connected to the culture and history of the territory.",2025-04-06,Italy,Italy,2025-10-21T10:02:27.645953
dtsservices.com,DTS -services,com,breached,"www.dtsservices.uk UK, London, St Dts, 112 2.13 GB Description Car repair, car service, sales and etc.",2025-04-06,United Kingdom,United Kingdom,2025-10-21T10:02:28.216116
yadeagroupholdingsltd.com,Yadea Group Holdings Ltd,com,breached,"www.yadea.com 31/F, Tower Two, Times Square, 1 Matheson Street, Causeway Bay, Hong Kong 1.1 TB Description Stock Code 1585 for Hong Kong Exchanges. One of the leaders in the production of electric bicycles and electric motorcycles in China. Yadea Group Holdings Ltd is an investment holding company principally engaged in the production and sales of electric two-wheelers and related accessories. The Company operates two segments. Electric Two-wheeled Vehicles and Related Accessories segment is principally engaged in the research and development, manufacturing and sales of electric two-wheeled vehicles and related accessories. Batteries segment is mainly engaged in the production and sales of batteries. The Company's products include Guanneng series, three-wheel series, motorcycle series, scooter series, classic series, and others. The Company's products are exported to other countries in Southeast Asia, including the Philippines, Thailand, Malaysia, Laos, and others.",2025-04-06,Hong Kong,Hong Kong,2025-10-21T10:02:29.104798
colemanmaterials.com,Colemanmaterials,com,breached,"www.colemanmaterials.com 3702 W Dora Ave, Wichita, Kansas, 67213, United States 134.93 GB Description Coleman Materials is a concrete materials supplier that aims to redefine the expectations of contractors regarding such suppliers. They offer a wide range of products, including rebar, masonry, thermal moisture, and construction products. Their commitment to hard work and fast delivery helps ensure they meet every promise made to their clients. They primarily serve contractors in the construction industry, providing innovative solutions and reliable materials",2025-04-06,United States,United States,2025-10-21T10:02:29.753345
architekturbuerohellerde.com,architekturbuero-heller.de,com,breached,"www.architekturbuero-heller.de Am Stadthafen 16 17235 Neustrelitz Tel: 03981-23 85 75 Fax: 03981-238577 96.27 GB Description Our buildings differ not only in their appearance or location, but above all in the individual needs and ideas of our clients. In order to meet the high standards of this maxim, it is not just a matter of combining current forms or reflecting a trendy style. We do not pick up on fads, but design buildings that reflect the individuality of their users and enhance their quality of life on a daily basis.",2025-04-06,Germany,Germany,2025-10-21T10:02:30.350677
thaonlesvosges.com,Thaon-les-Vosges,com,breached,"www.thaonlesvosges.fr 6 avenue des Fusillés 88150 Thaon-les-Vosges, France 9.15 GB Description Municipality of the commune of Thaon-les-Vosges",2025-04-06,France,France,2025-10-21T10:02:30.841114
philsmithautomotivegroup.com,Phil Smith Automotive Group,com,breached,"www.philsmithauto.com 4250 N Federal Hwy, Lighthouse Point, Florida, United States 358.43 GB Description Phil Smith Automotive Group, headquartered in Lighthouse Point, Florida, is a dealership that sells and services Acura, Kia, Dodge, Jeep, Subaru, Chevrolet, Chrysler, Toyota, Mercedes-Benz, Ford, Lincoln, Hyundai, Nissan, and Ram vehicles.",2025-04-06,United States,United States,2025-10-21T10:02:31.451114
atlantaplasticreconstructivespecialists.com,Atlanta Plastic & Reconstructive Specialists,com,breached,"www.atlplasticsurgeon.com 5673 Peachtree Dunwoody Rd Ste 870, Atlanta, Georgia, United States 83.43 GB Description Atlanta Plastic & Reconstructive Specialists offers a team of board-certified plastic surgeons to serve you. All of our doctors have years of education and experience! In case that wasn't enough, Atlanta Plastic & Reconstructive Specialists offers the only triple board-certified plastic surgeon in the United States. You are a person, not a procedure! At Atlanta Plastic & Reconstructive Specialists, the doctors take the time to get to know the clients and fully understand their goals for cosmetic surgery. A person's happiness comes first, that is why you'll never be rushed through haphazardly at Atlanta Plastic & Reconstructive Specialists. Atlanta Plastic & Reconstructive Specialists is dedicated to safety. They use only the finest materials and modern techniques to ensure you the highest quality as well as top-notch safety. To ensure further safety for their clients, Atlanta Plastic & Reconstructive Specialists office is located in the medical office building of St. Joseph's Hospital",2025-04-06,United States,United States,2025-10-21T10:02:32.243140
talleymetalfabrication.com,Talley Metal Fabrication,com,breached,"www.jtalleycorp.com 989 W 7th St, San Jacinto, California, 92582, United States 34.27 GB Description Talley Metal Fabrication, located in Southern California, specializes in high-quality structural steel, ornamental iron, electric gates, and custom metal fabrication. Since 1962, the company has been a leader in iron fabrication, providing premier craftsmanship and reliable results. Their offerings include customizable electric gates and a strong commitment to quality in ornamental iron products. Talley Metal Fabrication serves clients looking for high-quality metal solutions in various industries.",2025-04-06,United States,United States,2025-10-21T10:02:32.841992
southernavionics.com,Southern Avionics,com,breached,"www.southernavionics.com 5055 Belmont St, Beaumont, Texas, 77707, United States 98.79 GB Description Southern Avionics specializes in marine and aviation navigation aids, including Non-Directional Beacon (NDB) production and support, serving a variety of operational needs worldwide. Their product lineup includes NDB transmitters, DGPS systems, antenna tuning units, and a range of accessories tailored for both industrial, civil, and military applications. The company also provides extensive services such as technical support, equipment training, field engineering, and onsite assistance for NDB and DGPS systems. With over six decades of experience in the industry, Southern Avionics continues to enhance their products to ensure safe and reliable navigation solutions.",2025-04-06,United States,United States,2025-10-21T10:02:33.544677
industrialdynamics.com,Industrial Dynamics,com,breached,"www.industrialdynamics.com 405 Gordon Dr, Exton, Pennsylvania, 19341, United States 57.84 GB Description Industrial Dynamics Co specializes in flow measurement and management products, offering liquid flowmeters, totalizers, valves, filters, and customized systems for various industrial applications. With over 40 years of experience, the company serves a wide range of sectors including chemical, food and beverage, and pharmaceuticals. They provide not only products but also application assistance and control systems tailored to meet specific customer needs. Industrial Dynamics Co represents multiple leading manufacturers, ensuring a comprehensive inventory and repair support.",2025-04-06,United States,United States,2025-10-21T10:02:34.191013
dermatologysolutions.com,Dermatology Solutions,com,breached,"www.dermatologysolutions.com 14071 Metropolis Ave, Fort Myers, Florida, 3391 United States 78.38 GB Description At Dermatology Solutions, we provide the highest quality dermatology care, aesthetic and cosmetic dermatology, and now Mohs surgery to the community of Fort Myers, Florida and surrounding areas. Our office specializes in skin care to help you attain healthy and beautiful skin. Whether you are seeking medical care for a problematic skin condition or you simply want to preserve and enhance your skin's youthful glow, our team of medical professionals is committed to providing you with exceptional care for your skin care needs",2025-04-06,United States,United States,2025-10-21T10:02:34.866635
nationalelectronictransitnet.com,National Electronic Transit (N.E.T),com,breached,"www.net-move.com 230 Clay Ave, Lyndhurst, NJ 07071, USA +1 201-939-6500 78.79 GB Description Located in Lyndhurst, NJ, National Electronic Transit (N.E.T) specializes in high-value specialized delivery and print production logistics",2025-04-06,USA,USA,2025-10-21T10:02:35.436404
altara.com,Altara,com,breached,"www.altara.com 3430 American River Drive, Suite 200 Sacramento, CA 95864 US Contact: Gregory Kaeser (877) 374-4377 x3712 99.17 GB Description Altara is a global Microsoft Dynamics Gold Certified partner recognized for providing outstanding ERP & CRM implementations and Microsoft expertise. Our relentless pursuit of customer satisfaction and ability to implement customer specific solutions backed with unparalleled support places us in the top Microsoft Dynamics partners worldwide. What makes Altara a leading Microsoft® Dynamics provider also makes us a valuable partner in furthering the success of our clients’ businesses.",2025-04-06,US,US,2025-10-21T10:02:36.004986
iaccholdings.com,IACC Holdings,com,breached,"www.iacc.holdings Plot (45b) 4th Floor, North 90 Street, 5th Settlement, New Cairo, Egypt, 11835 27.75 GB Description IACC Holdings is a privately owned investment company with a focus on shipping and logistics. Our origins trace back to 1979, when industry pioneer Mostafa El Ahwal founded International Associated Cargo Carrier (IACC). Decades of being at the forefront of the Egyptian and regional markets, has poised IACC Holdings to take a leadership role in investing in, and developing the regional and global supply chain.",2025-04-06,Egypt,Egypt,2025-10-21T10:02:36.640349
texlaenergymanagement.com,Texla Energy Management,com,breached,"www.texlaenergy.com 1100 Louisiana St Ste 4700, Houston, Texas, 770. 9.64 GB Description Texla Energy Management, Inc. is a privately-held energy marketing company based out of Houston, Texas",2025-04-06,United States,United States,2025-10-21T10:02:37.189371
mamonadls.com,Mamona DLS,com,breached,"On March 19th, DragonForce breached and defaced Mamona's DLS after security researchers exposed the clear web IP address of the server. Mamona's DLS: owt3kwkxod2pvxlv3uljzskfhebhrhoedrh5gqrxyyd6rrco4frzj5ad.onion",2025-03-20,unknown,Unknown,2025-10-21T10:02:38.287216
northamericanspares.com,North American Spares,com,breached,"North American Spares provides strategic turn-key solutions for military aircraft maintenance, offering services that go beyond parts supply.",2025-03-10,unknown,Unknown,2025-10-21T10:02:38.759498
gsfloordesigns.com,GS Floor Designs,com,breached,"For over 25 years, G.S. Floor Designs, Inc has served Chicagoland with outstanding service and a drive to perfection. Beginning his professional career as a car...",2025-03-10,unknown,Unknown,2025-10-21T10:02:39.412578
cotswoldfayre.com,Cotswold Fayre,com,breached,Cotswold Fayre was started by Paul Hargreaves in the Early Nineties originally as the wholesale distribution arm of a number of small Cotswold based companies. ...,2025-03-10,United Kingdom,United Kingdom,2025-10-21T10:02:39.965482
vercoeinsurancebrokers.com,Vercoe Insurance Brokers,com,breached,Vercoe Insurance Brokers have been the preferred insurance brokers for Calley Building since 2008. They came to us highly recommended by family members who had ...,2025-03-10,United Kingdom,United Kingdom,2025-10-21T10:02:40.564300
steeldynamicsuk.com,Steel Dynamics UK,com,breached,Steel Dynamics are one of the leading steel stockholders and Processors in the UK. Offering a wide range of stainless steel in a variety of grades our customer ...,2025-03-10,United Kingdom,United Kingdom,2025-10-21T10:02:41.096528
eleetwoodworking.com,E Leet Woodworking,com,breached,E. Leet Woodworking custom designs and fabricates unique and high-quality wood products for businesses using precise CNC woodworking technology. Their services ...,2025-03-10,unknown,Unknown,2025-10-21T10:02:41.631614
albawani.com,Al Bawani,com,breached,"www.albawani.net Prince Sultan Street, Olaya, Riyadh, Saudi Arabia 6.96 TB Description Al Bawani, headquartered in Riyadh, Saudi Arabia, is a construction company specializing in housing complexes, industrial & commercial buildings, hospitals, educational institutions, and more",2025-02-22,Saudi Arabia,Saudi Arabia,2025-10-21T10:02:42.263974
tristrameuropean.com,Tristram European,com,breached,"tristrameuropean.co.nz 3 Hillside Road, Wairau Valley, Auckland 0627, New Zealand 33.73 GB Description Tristram European is a group of privately-owned Volkswagen, SKODA and MG dealerships located on Auckland's North Shore and West Auckland. Our main goal is to provide the best possible service and help you find exactly what you're looking for. Whether you're after something fun or convenient we can help you out. The search starts right here on our website, which is why we have provided a number of tools to help you get started. Our services at Tristram will continue long after you have purchased one of our new or used vehicles. Our service department will take care of any and all of your maintenance and repair needs. They can also answer questions about parts and give honest estimates on cost and time. Whatever your automotive needs may be, we can help you out.",2025-02-22,New Zealand,New Zealand,2025-10-21T10:02:42.987382
osassociates.com,O&S Associates,com,breached,"O&S Associates www.oandsassociates.com 145 Main St, Hackensack, New Jersey, 07601 388.24 GB Founded in 1996, O&S Associates is a national full service multi-disciplined Architectural, Engineering and Planning firm. The firm is headquartered in Hackensa",2025-02-11,United States,United States,2025-10-21T10:02:43.474123
accelerator.com,Accelerator,com,breached,"Accelerator www.accelerator.no 81 Lahaugmoveien, Skjetten, Akershus, 2013 1020.98 MB Accelerator AS is a 100% Norwegian, owner-lead logistics provider with broad competence in the field of Third Party Logistics (3PL).",2025-02-11,Norway,Norway,2025-10-21T10:02:44.026660
farrarcorporation.com,Farrar Corporation,com,breached,"www.farrarusa.com 301 Levee Drive Manhattan, KS 66502 69.83 GB Description Farrar Corporation is a leading supplier of ductile iron castings and quality machined components. With over 90 years of quality American manufacturing behind us, we deliver innovative ISO-certified results in pattern design, heat treating, CNC machining and assembly services.",2025-01-31,USA,USA,2025-10-21T10:02:44.589798
usglobecorp.com,USGlobeCorp,com,breached,"www.usglobecorp.com 2115 Jericho Turnpike Garden City Park, NY 11040 7.3 GB Description Offering over 5,000 toner cartridges and imaging supplies from over 30 top manufacturers, repair service for computers, laptops, printers, copiers, fax machines, scanners, shredders and typewriters.",2025-01-31,United States,United States,2025-10-21T10:02:45.178142
katsjamisonassociates.com,"Kats, Jamison & Associates",com,breached,"www.mkats.com 1 Bustleton Pike, Feasterville Trevose 4.9 GB Description Kats Jamison and Associates is a law firm serving Southeastern PA, NJ, and more, specializing in personal injury cases such as car accidents, motorcycle accidents, slip and falls, medical malpractice, and criminal defense. The firm prides itself on its track record of multi-million dollar settlements and verdicts, representing clients with humanity, humility, and honor, regardless of case size.",2025-01-31,United States,United States,2025-10-21T10:02:45.828428
scpbuildingproducts.com,SCP Building Products,com,breached,"scp-bp.co.uk Babbage Rd, Totnes, Devon, TQ9 5JA 32.27 GB Description SCP started in 1981 as a humble trading post for fixings and plastics aimed at the local window fitting trade. Since the sister company Southfield Windows was resident in the same building, this made a lot of sense as there was always regular trade from the small army of window fitters that descended on the building each morning to stock up for the days fitting. As this continued, and word got round the local trades, the business enjoyed healthy growth through a rapidly increasing customer base. This gave us the ability to expand ranges, strengthen buying power and build relationships with suppliers, many of which are still alive and strong today and are the backbone of our business.",2025-01-31,United Kingdom,United Kingdom,2025-10-21T10:02:46.565185
angottireilly.com,Angotti & Reilly,com,breached,"www.angotti-reilly.com 2200 Jerrold Ave Ste E, San Francisco 3.66 GB Description Angotti & Reilly, Inc brings a service-first approach, competitive pricing, and over 35 years of successful experience in building and engineering to every project we undertake. We offer a variety of construction, construction management and development services on projects up to $25 million in budget.",2025-01-31,United States,United States,2025-10-21T10:02:47.149026
landandlakes.com,Land and Lakes,com,breached,"www.land-and-lakes.com 123 N Northwest Hwy Fl 2, Park Ridge 366.95 MB Description Land and Lakes Company has been providing excavation services since our inception in 1966. During the past 41 years, we have moved hundreds of millions of cubic yards of earth while completing both construction projects and environmental projects.",2025-01-31,United States,United States,2025-10-21T10:02:47.725397
benassiimmobiliaresasdibenassirobertoec.com,BENASSI IMMOBILIARE SAS DI BENASSI ROBERTO E C.,com,breached,"www.studiomontanini.com Via Prampolini, 58, 42023 Cadelbosco di Sopra RE, Italia 145.75 GB Description 68.20.01 - Locazione immobiliare di beni propri o in leasing (affitto)",2025-01-29,Italy,Italy,2025-10-21T10:02:48.325854
mappingsolutions.com,Mapping Solutions,com,breached,"www.mappingsolutions.com Michigan, United States, 124 Merriweather Rd, Suite 200 Grosse Pointe Farms, MI 48236 99.09 GB Description We pride ourselves on being the GIS (geographic information systems) software solutions experts that our clients turn to again and again. From retailing, to health care, telecommunications, manufacturing, and public administration, our clients know that a friendly, knowledgeable Mapping Solutions staff member will always be available to help solve a business challenge.",2025-01-27,United States,United States,2025-10-21T10:02:48.960454
aquasys.com,Aquasys,com,breached,"www.aquasys.cz CZ, Jamská 2488/65, 591 01 Žďár nad Sázavou Česká republika 97.1 GB Description Construction company specializing in the implementation of water, environmental, transport and engineering network construction.",2025-01-27,Česká republika,Česká republika,2025-10-21T10:02:49.765178
sawleylockocallaghan.com,Sawley Lock O'Callaghan,com,breached,"sawleylock.com.au 176 Prospect Rd, Prospect, South Australia 22.22 GB Description Sawley Lock O'Callaghan is an experienced South Australian company dedicated to providing our clients with the highest calibre of service from a broad base of skills and expertise in land surveying and spatial information. We combine high-quality customer service and the use of modern surveying technology to provide services across a wide range of applications - including",2025-01-25,Australia,Australia,2025-10-21T10:02:50.366820
jannygaard.com,Jan Nygaard,com,breached,"www.jan-nygaard.dk 1-7 Os Ejby Erhvervsvej, Glostrup, Denmark 86.88 GB Description Jan Nygaard As is a company that operates in the Industrial Machinery & Equipment industry. It employs 100to249 people and has 10Mto25M of revenue. The company is headquartered in Glostrup, Capital Region, Denmark.",2025-01-25,Denmark,Denmark,2025-10-21T10:02:50.999654
ptpinsindonesia.com,PT PINS Indonesia,com,breached,"pins.co.id The Telkom Hub, Tower II lt.42 Jl. Jendral Gatot Subroto Kav. 52, Jakarta Selatan 12710, Indonesia 362.14 GB Description PT PINS Indonesia adalah anak usaha Telkom Indonesia yang bergerak di bidang IoT. Untuk mendukung kegiatan bisnisnya, perusahaan ini memiliki delapan kantor area, yakni di Medan, Jakarta, Bandung, Semarang, Surabaya, Denpasar, Makassar, dan Balikpapan.",2025-01-13,Indonesia,Indonesia,2025-10-21T10:02:51.663538
cogitis.com,Cogitis,com,breached,"www.cogitis.fr 153 Av. du Professeur Jean Louis Viala Cs 74307, 34090 Montpellier, France 81.49 GB Description COGITIS, syndicat mixte pour le traitement de l'information et les nouvelles technologies : les competences d’une SSII et d’un cabinet conseil au service des collectivites publiques.",2025-01-13,France,France,2025-10-21T10:02:52.270339
ikavglobalenergy.com,Ikav Global Energy,com,breached,"www.ikav.com 9 Pl De Clairefontaine, Luxembourg 176.85 GB Description IKAV is an international asset management group that provides institutional investors with investment solutions spanning a broad range of infrastructure energy assets, including solar, concentrated solar power, wind, energy efficiency, geothermal, thermal power plants and upstream.",2024-12-29,Luxembourg,Luxembourg,2025-10-21T10:02:52.878792
ashevilleeyeassociates.com,Asheville Eye Associates,com,breached,"www.ashevilleeye.com 1196 Skyland Dr, Sylva, North Carolina 539.46 GB Description Asheville Eye Associates is headquartered in Asheville, North Carolina. The offers services such as, cataract surgery, glaucoma and diabetic vision care, lasik and PRK surgery, full service optical services. The company was founded in 1986.",2024-12-29,United States,United States,2025-10-21T10:02:53.506862
