domain,tld,status,description,ollama_country,final_country,processed_at
depenning.com,com,published,"Who we are. Founded in 1856, De Penning & De Penning is the oldest established firm of intellectual property lawyers in India and remains at the forefront in protecting our clients' intellectual assets in a fast-changing and competitive market. 37233",India,India,2025-10-20T15:42:37.651635
cinealbeniz.com,com,published,No description available,unknown,United States,2025-10-20T15:42:38.391403
cinealbeniz.com,com,"Updated: 11 Aug, 2024,   11:32 UTC",37689,Spain,Spain,2025-10-20T15:42:38.957304
call4health.com,com,published,"Compassion is more than a slogan. The company was founded with a commitment to ensure patients and their families are treated with respect, empathy and compassion on every call. We believe in customer service excellence. The foundation of our busines... 38011 brockington.leisc.sch.uk published We are a forward-looking and inclusive Church of England Academy. Central to all we do is our mission statement 'learning to live life to the full'. Taken from John 10:10, it is our aim that all students at Brockington College are able to flourish ac... 37818",United States,United States,2025-10-20T15:42:40.625026
asafoot.com,com,published,Our team at A Step Ahead Foot & Ankle Center is dedicated to offering you excellence in first step foot care. Our facilities have been designed to provide you with the utmost in comfort and convenience. A Step Ahead Foot & Ankle Center utilizes in-ho... 37526,United States,United States,2025-10-20T15:42:41.214396
alian.mx,mx,published,"We are a provider of comprehensive solutions to a global market through injection molding of plastics and secondary operations. With a history of over 25 years, Alian is fully prepared to supply the plastic component and assembly needs that you requ... 37208",Mexico,Mexico,2025-10-20T15:42:41.785515
joliet86.org,org,published,"Joliet Public Schools District 86 provides a high-quality, inclusive, and equitable education for students to grow, lead, and thrive by empowering staff, collaborating with families, and embracing our diverse community. 44642",United States,United States,2025-10-20T15:42:42.253643
nationaldentex.com,com,published,"Data part #1 National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dentex can... 70252",United States,United States,2025-10-20T15:42:42.811815
dunaway.com,com,published,"Dunaway's work with the Permian Basin MPO started in the summer of 2020, when Dunaway was selected to identify the preferred route for the Permian Basin Regional Multi-Use Trail that would unify the communities of Midland and Odessa, Texas. Read More... 41491",United States,United States,2025-10-20T15:42:43.321131
manusa.com,com,published,"Discover the energy saving achieved by installing Manusa automatic doors, the fastest on the market. Doorwifi. Open to the future. Control and manage all your intelligent access systems in an easy and safe manner from your phone! Discover all the adv... 41780",Spain,Spain,2025-10-20T15:42:43.892309
rehub.ie,ie,published,"Rehab Group Follow 7,317 3,747. Rehab Group is a charity that champions the value of diversity and inclusion for people with a disability or with additional support needs in their communities. ; Rehab Group @RehabGroup ·. 8 Feb. Safe to Create, a Dig... 41328",Ireland,Ireland,2025-10-20T15:42:44.425048
cms.law,law,published,"CMS lawyers are pleased to be attending the ITechLaw World Technology Law Conference 2024 held in Washington on 8-10 May. Below you can find an overview of our attending partners, representing a large range of jurisdictions and practice areas. To arr... 37848",United States,United States,2025-10-20T15:42:44.931295
agencavisystems.com,com,published,"Agencavi Systems is specialized in the complex and challenging field of industrial connections and supplies wiring, cables, connectors, accessories, complete kits, simple control panels and junction boxes. 35658",United States,United States,2025-10-20T15:42:45.700681
keuka.edu,edu,published,"Keuka College is a private college in Keuka Park, New York, situated on Keuka Lake. Founded in 1890, the college emphasizes experiential learning as well as career and pre-professional education. It is classified among ""Master's Colleges and Universi... 35591",United States,United States,2025-10-20T15:42:46.270549
gorrias-mercedes-benz.fr,fr,published,"Le Groupe Gorrias Mercedes-Benz est distributeur de camions, véhicules industriels, véhicules utilitaires. Les marques : Mercedes-Benz, Fuso, Setra, Evobus, OmniPlus. Ventes de véhicules neufs et d'occasions aux particuliers et professionnels. Servic... 35573",France,France,2025-10-20T15:42:46.971090
ema-eda.com,com,published,"Established in 1989 by Manny Marcano, EMA Design Automation is a leader in product development solutions ranging from electrical CAD tools, data management and PLM systems, services, training, and technical support. EMA is a Cadence® Channel Partn... 34749",United States,United States,2025-10-20T15:42:47.592948
kauffmanschool.org,org,published,The Ewing Marion Kauffman School is a free public charter school open to all students living in the Kansas City Public School District. The school is a three-school campus (two middle schools and a high school) of mission-driven college preparatory s... 34015,United States,United States,2025-10-20T15:42:48.225378
ernesthealth.com,com,published,"Ernest Health hospitals are located throughout the United States in Arizona, California, Colorado, Idaho, Indiana, Montana, New Mexico, Ohio, South Carolina, Texas, Utah, Wisconsin, and Wyoming. Each hospital is managed locally to best meet the needs... 39946",United States,United States,2025-10-20T15:42:48.798829
morningstarco.com,com,published,"The Morning Star Company is a Woodland, California-based agribusiness and food processing company founded in 1970. The company was originally founded as a trucking outfit by Chris Rufer, who remains the sole owner. Morning Star processes about 40% of... 65123",United States,United States,2025-10-20T15:42:49.314596
allcare-med.com,com,published,"Shady Grove, MD. 16250 Frederick Road, Gaithersburg MD 20877. Coming Soon. Welcome to AllCare, providing expert primary care and accessible urgent care services. Get convenient, quality care at walk-in clinics near you. 32596 utc-silverstone.co.uk published Silverstone UTC is a purpose built centre of excellence for young people wanting to break into the specialist fields of High Performance Engineering and Business with Events Management. It is based in the very heart of British Motorsport, at the Silv... 33147",USA,USA,2025-10-20T15:42:49.974961
twpunionschools.org,org,published,"The Union Public School District is a comprehensive community public school district that serves students in pre-kindergarten through twelfth grade from Union Township, in Union County, New Jersey, United States. As of the 2018–19 school year, the di... 32473",United States,United States,2025-10-20T15:42:50.529989
jmjcorporation.com,com,published,"Skip the online order from the retailer and get a good deal with them! - Jonathan B. Button. We're here to help! Simply call 804-270-7400 to discuss your requirements. JMJ Workplace Interiors in Richmond, VA, will bring your office vision to life wit... 32740",United States,United States,2025-10-20T15:42:51.113741
countyins.com,com,published,"The County Group are one of the UK's Top 25 Brokers, specialising in personal and commercial insurance. We have access to a full suite of insurance solutions.The County Group is comprised of over 35 community focused, local insurance brokers, and wel... 32897",UK,UK,2025-10-20T15:42:51.666436
srg-plc.com,com,published,We supply market leading retailers and wholesalers across the world with a range of private label and SRG branded products. 32766,United Kingdom,United Kingdom,2025-10-20T15:42:52.222095
thede-culpepper.com,com,published,"Protecting Your Legacy. The lawyers of Thede Culpepper focus their practices in the areas of estate and trust planning and administration, real estate, business, tax, compensation planning, and representing the needs of tax-exempt charitable organiza... 32713",unknown,United States,2025-10-20T15:42:53.672812
skanlog.com,com,published,"In 2023, Skanlog successfully acquired all storage and distribution activities for alcoholic beverages in Sweden from Hillebrand Gori. This strategic move encompasses the takeover of Hillebrand Gori's warehouse and office in Jordbro, Stockholm, and X... 32540",Sweden,Sweden,2025-10-20T15:42:54.222673
emanic.net,net,published,"Electronic Maintenance Associates, Inc. (dba EMA) provides products, services, training, and more related to Medium Voltage Variable Frequency Drives. Celebrating our 33rd year, over 98% of our customers say they are ""very satisfied"" with EMA; that's... 34240",unknown,United States,2025-10-20T15:42:54.754945
southernspecialtysupply.com,com,published,"With over 30 years of experience our dedicated sales team is here to help you with all of your supply needs for the oil and gas industry. Providing quality products and service, our team is here to provide knowledge and support for offshore, onshore,... 32019",United States,United States,2025-10-20T15:42:55.233597
rollingfields.com,com,published,"Rolling Fields Elder Care Community - Conneautville, PA. Watch on. Living at your own pace is the cornerstone for a happy life. At Rolling Fields you have the freedom to be as relaxed or as active as you choose to be. Our philosophy of care puts the... 31762",United States,United States,2025-10-20T15:42:55.868828
qespavements.com,com,published,"QES takes pride in expressing each value in our name: Quality Engineering Solutions. We provide solutions to challenges in the pavement and transportation field using the latest proven engineering technology, with a strong emphasis on the quality and... 31980",unknown,United States,2025-10-20T15:42:57.258067
daubertchemical.com,com,published,"Since 1935, Daubert Chemical Company has focused on being the industry's ""silent partner"" as a provider and supplier of rust preventive coatings, industrial greases, sound deadening coatings, laminating adhesives, as well as a variety of corrosion in... 46516",United States,United States,2025-10-20T15:42:58.093933
morrisgroupint.com,com,published,"Morris Group International includes 28 divisions and partnerships and 27 locations worldwide. From stainless steel toilets, engineered plumbing and drainage products, and vacuum plumbing systems to drinking fountains and electric water heaters, our p... 42529",unknown,United States,2025-10-20T15:42:59.167705
pricemodern.com,com,published,"Price Modern transforms the way people think, collaborate and perform by creating modern office designs for smarter, happier and more productive work environments. Price Modern was founded in 1904 and is headquartered out of Baltimore, Maryland. 11... 51152",United States,United States,2025-10-20T15:43:00.182078
churchill-linen.com,com,published,"Churchill Linen Service is family owned and operated for over 80 years, servicing Massachusetts, Rhode Island, Southern New Hampshire, Connecticut, New York, New Jersey, and Philadelphia. 31449",United States,United States,2025-10-20T15:43:02.632905
johnllowery.com,com,published,"John L. Lowery & Associates, Inc. was organized in 1964 to provide versatile and comprehensive engineering and technical services for the petrochemical industry. We have grown and now employ all levels of professional and technical personnel such as... 31278",United States,United States,2025-10-20T15:43:03.602249
sullivansteelservice.com,com,published,"Our central location allows quick shipping and receiving along with quick access to our shipping ports for our steel deliveries. 85 Route 31 North. Pennington, NJ 08534. fax: 1-609-530-1140. • Contact Sullivan Today •. • Request Quote •. Newsletter.... 29947",United States,United States,2025-10-20T15:43:04.203020
divaris.com,com,published,"From Our Experts. Three Concepts Worth Considering. Pandemic Retail Strategies. Locations. Tenant Portal. Award Winning. Forward Thinking. Results Driven. Divaris is Moving Commercial Real Estate Forward. 31161 clinicatezza.com.pe published Clinica Tezza - Cuidamos al enfermo como una madre cuida a su único hijo enfermo. «Cuidamos al enfermo como una madre cuida a su único hijo enfermo.». La Congregación Hijas de San Camilo cumple su misión a nivel mundial. En Europa está en Italia, don... 31432",Peru,Peru,2025-10-20T15:43:05.063198
fremontschools.net,net,published,"Fremont Ross High School is a public high school in Fremont, Ohio, United States. It is the only high school in the Fremont City School District, and one of two high schools in Fremont, the other being Saint Joseph Central Catholic High School. The s... 30973",United States,United States,2025-10-20T15:43:05.659334
exol-lubricants.com,com,published,"since 1984. Exol Lubricants is the largest independent lubricants company in the UK, manufacturing and supplying a range of lubricants and associated products to industry, agriculture, transport, automotive and garage sectors. Exol Lubricants is comm... 30761",United Kingdom,United Kingdom,2025-10-20T15:43:06.401177
slpcolombus.com,com,published,Sunday 7-9pm Theme Kick-Off (TKO) Meeting 1 hour Discipleship Group Meeting 1 hour Tuesday 7-9pm Word & Prayer Training 1 hour Missional Training 1 hour Thursday 7-8pm Men's and Women's Time OR Campus Time 1 hour TKO's will be held via YouTube Livest... 32395,United States,United States,2025-10-20T15:43:06.998953
lesbureauxdelepargne.com,com,published,"Ces performances s'entendent dividendes réinvestis, nettes de frais de gestion du fonds, hors frais liés au contrat d'assurance vie ou de capitalisation (frais de souscription, frais sur versement, frais de gestion annuels ou frais d'arbitrage), hors... 29970",France,France,2025-10-20T15:43:07.655469
soprema.com,com,published,"SOPREMA has been developing and diversifying its activities by including, over the years, additional operations to its traditional trade. By becoming the world leader in waterprooﬁng solutions, the group is today a key player in the construction sect... 30612",France,France,2025-10-20T15:43:08.258231
polycab.com,com,published,"Polycab (Revenue in 2023 (TTM): $2.01 B) is engaged in the business of manufacturing and selling wires and cables and fast moving electrical goods ‘FMEG’ under the ‘POLYCAB’ brand. Apart from wires and cables, we manufacture and sell FMEG products su... 65217",India,India,2025-10-20T15:43:09.047440
allweatheraa.com,com,published,All Weather Architectural Aluminum offers extensive options of custom windows and doors to fit even the most creative of projects. We look forward to working with you. AWAA Doors & Windows - Explore our award-winning contemporary designs including sl... 30226,United States,United States,2025-10-20T15:43:09.837994
legacycpas.com,com,published,"Balancing Commitment & Experience. Legacy Professionals LLP is a unique niche-focused certified public accounting firm that balances a strong commitment to client success with decades of experience in serving employee benefit plans, labor organizatio... 30298",United States,United States,2025-10-20T15:43:10.723064
luisoliveras.com,com,published,Luis oliveras. Embutidos tradicionales del prepirineo. Sabor y tradición desde 1933. Descubre nuestra gama de embutidos. 30195,Spain,Spain,2025-10-20T15:43:11.312771
sierraconstruction.ca,ca,published,"Sierra Construction is a general contracting firm located in Kenora, Ontario. We specialize in commercial, residential and industrial construction. 400 gb of our confidential data come here.▍ 47883",Canada,Canada,2025-10-20T15:43:12.393468
ablinc.com,com,published,"ABL utilizes its strong core of product development expertise, GMP manufacturing and analytical testing capabilities toward advancing your candidate vaccines and therapeutics through preclinical and clinical development. ABL's experts are producing a... 30428",United States,United States,2025-10-20T15:43:12.975797
dmmerch.com,com,published,DM Merchandising is the best online wholesale marketplace for business owners looking for clothing & products that will sell. See how we can help today. 30160,unknown,United States,2025-10-20T15:43:14.368949
sagaciousresearch.com,com,published,"Sagacious IP offers customized solutions to meet your individual needs. Based on our long-standing expertise, we strategically address your business challenges and propose novel solutions. Our consulting approach rather than a report-only tactic driv... 30186",United States,United States,2025-10-20T15:43:15.528919
kronospublic.com,com,published,"Kronos Corporate Group is a dynamic organization dedicated to innovation and portfolio diversification across multiple sectors. The journey began in 1986 by Pantelis Athinis, with the founding of Kronos Press Distribution Agency the first company in... 30486",Greece,Greece,2025-10-20T15:43:16.500060
dunaway.com,com,published,"Dunaway offers construction inspection, civil engineering, structural engineering, planning, landscape architecture and survey services. See their featured projects, news and insights, and career opportunities. 31910",United States,United States,2025-10-20T15:43:17.139847
kierlcpa.com,com,published,"Get In Touch. At T. Philip Kierl Jr. & Associates, CPA's, we've been serving the accounting needs of Oklahoma City, OK and the surrounding areas for years. If you need help managing any aspect of your home or business's finances, we want to hear from... 32490",United States,United States,2025-10-20T15:43:17.999364
alliedtelesis.com,com,published,"271GB https://mega.nz/folder/Znsj3QZI#fu7f5tXpy7CiRLv3mQf2ZQ On June 17, we will post data from all offices in Europe and Asia. and in another week we will start posting data about the company’s projects and partners such as https://www.marvell.com... 54279",United Kingdom,United Kingdom,2025-10-20T15:43:18.694595
at-global.com,com,published,"500+gb https://mega.nz/folder/4qdwVIKR#uMVVp4g0U7VjBAo7UCNT5w The company www.alliedtelesis.com had offices in America (3 offices), Europe, Asia, China, Singapore and so on. We hacked into their network and took data from this company www.at-globa... 32778",Unknown,United States,2025-10-20T15:43:19.273708
marvell.com,com,published,"500+gb https://mega.nz/folder/4qdwVIKR#uMVVp4g0U7VjBAo7UCNT5w The company www.alliedtelesis.com had offices in America (3 offices), Europe, Asia, China, Singapore and so on. We hacked into their network and took data from this company www.at-globa... 33892",unknown,United States,2025-10-20T15:43:20.057779
qftemb.com,com,published,"This factory is owned by continental.com. Continental develops pioneering technologies and services for sustainable and connected mobility of people and their goods. Founded in 1871, the technology company offers safe, efficient, intelligent and affo... 32047",Germany,Germany,2025-10-20T15:43:20.615613
lavalpoincon.com,com,published,"Your partner in the production of metal parts since 1980. At LPM, we combine expertise, innovation, and commitment to transform your challenges into success. Our mission is to revolutionize the way you run your production, whether through the design... 31355",United States,United States,2025-10-20T15:43:21.255814
sirva.com,com,published,"Sirva Worldwide, Inc. provides HR and mobility professionals with the resources, guidance, and support they need to achieve the best possible relocation for talent, and for the companies that move them. 72365",United States,United States,2025-10-20T15:43:22.105731
kendrion.com,com,published,"Kendrion is a global company that provides innovative solutions for electrification, automation and mobility. It offers products and services for various markets, such as agricultural, aviation, building, energy, medical and railway. 35516",China,China,2025-10-20T15:43:23.488816
ccimp.com,com,published,"Préparation opérationnelle à l'emploi : des compétences sur un plateau ! Pour soutenir les entreprises en manque de profils adaptés sur certains postes, la CCI Aix-Marseille-Provence, via son entité CCI Formation, propose le dispositif de Préparation... 36216",France,France,2025-10-20T15:43:24.888296
juvaskin.com,com,published,"Reach out and set up an in-person consultation with an expert member of our cosmetic dermatological staff to learn more about what JUVA Skin & Laser Center can do for you! Schedule. For the best in dermatology, laser treatments, body contouring, and... 30761",United States,United States,2025-10-20T15:43:25.399497
eastern-sales.com,com,published,"East Hardware opened its doors in 1967, servicing the general public and heavy mining industry with quality products and excellent service. In 1999, Eastern Sales began its operations with the same level of commitment, serving the industrial markets... 31020",unknown,United States,2025-10-20T15:43:26.290126
ciberviaxesespecial.net,net,published,981216600 info@ciberviaxes.net Ciberviaxes especial Viajes para ti ABANCA Espacio +60 Afundación Toscana ¡Clica y conoce las características de este fantástico viaje! Croacia ¡Clica y conoce las características de este fantástico viaje! País Vasco ¡C... 31077,Spain,Spain,2025-10-20T15:43:26.906508
agapefrance.org,org,published,"Aider chacun, là où il est, à découvrir, vivre et partager la foi en Jésus 31073",France,France,2025-10-20T15:43:27.454811
pbw-india.com,com,published,"HISTORY. Late Shri R. C. Patel, founder of Patel Brass Works was one of the first entrepreneurs to set up manufacturing facilities at Rajkot. Established in 1948 as a small foundry, PBW started its operations by producing castings for brass items. In... 30923",India,India,2025-10-20T15:43:27.998274
kvie.org,org,published,"KVIE is a PBS member television station in Sacramento, California, United States. The station is owned by KVIE, Inc., a community-based non-profit organization. KVIE's studios are located on West El Camino Avenue in the Natomas district of Sacramento... 30762",United States,United States,2025-10-20T15:43:28.571978
frilot.com,com,published,"Frilot LLC. Frilot LLC is a law firm located in New Orleans, Louisiana and offers full service representation in all areas of litigation on a local, regional and national basis. We act as business advisors and strategic partners for a wide range of p... 30996",United States,United States,2025-10-20T15:43:29.115607
kns.com,com,published,"Full data leak 20 tb 30272 e21c.co.uk published UPDATED!!! DATA!!! E21c - Business Information. Education · United Kingdom · 99 Employees. A message from our CEO: Education for the 21st Century is driven by a determination to create welcoming and open schools for the local community, where ever... 34906 petroassist.co.uk published UPDATED!!! Very private and confident data! PETROTEC GROUP Billions private files from whole group servers. Tomorrow blog will updated. Equipped with 100% own technology, the Petrotec Group focuses on the distribution of Fuel Dispensers, Ca... 31100",United Kingdom,United Kingdom,2025-10-20T15:43:29.852879
olea.com,com,published,Olea Kiosks Resources for every step of the way. See Olea Kiosk designs in action and get a feel for self-service. Understand how self-service can be used to enhance productivity. Review our best practices to ensure your deployment is successful. Ole... 35682,unknown,United States,2025-10-20T15:43:30.298984
cloudminds.com,com,published,"Cloudminds is a cloud intelligent robot operator. We provide professional robot operation services to clients from various industries and have launched service robot solutions such as welcoming robots using cloud intelligence, security patrol robots,... 35788",unknown,United States,2025-10-20T15:43:31.656860
jdbchina.com,com,published,"JDB Group is a Chinese manufacturer of nonalcoholic beverages, headquartered in Dongguan, Guangdong province in the People's Republic of China. Its herbal tea products are among the most popular beverages in China, competing with brands like Pepsi an... 41527",China,China,2025-10-20T15:43:32.172078
hpo.pe,pe,published,"HPO - HEAVEN PETROLEUM OPERATORS | 4440 seguidores en LinkedIn. Somos conocimiento, experiencia, calidad y resultados. | HPO 34610",Peru,Peru,2025-10-20T15:43:33.652925
nationaldentex.com,com,published,"Data part #4 SQL,DOC National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dent... 35924",USA,USA,2025-10-20T15:43:34.191962
richmont.edu,edu,published,"Clinical Director of the Richmont Trauma Center and Assistant Professor. Licensed Professional Counselor, Approved Clinical Supervisor. Ph.D. Counselor Education & Supervision, Mercer University; M.A. Marriage & Family Therapy with certificates in Ch... 35796",unknown,United States,2025-10-20T15:43:34.795053
aei.cc,cc,published,"Acre-Feet of Pool Volume. I-Move KY I-265, I-64 & I-71 Design Build. Louisville, Jefferson, Kentucky. AEI was the lead design firm for a four-year, $180 million design-build construction project including improvements to I-265, I-64 and I-71 through... 68811",unknown,Unknown (cc),2025-10-20T15:43:35.470259
gitiusa.com,com,published,"Singapore-based Giti Tire Group, one of the largest tire companies in the world, has been in the tire business since 1951. Giti Tire operates eight manufacturing plants and produces a broad range of tire products, serving major original equipment veh... 66232",Singapore,Singapore,2025-10-20T15:43:36.006585
carsonteam.com,com,published,"Carson has been a Northwestern leader in energy & transportation solutions for over 85 years. Today, we operate heavily in Oregon, Washington, Idaho, and California. We keep growing by providing best-in-class service and drastically improving the sav... 68580",United States,United States,2025-10-20T15:43:36.585512
bkf-fleuren.de,de,published,Unser Familienunternehmen BKF A. Fleuren GmbH wurde im Jahr 1974/75 als Fensterbauunternehmen gegründet und zählt heute rund 100 Mitarbeiter. Auf einer Produktionsfläche von über 20.000 Quadratmetern produzieren wir modernste Kunststofffenster und -T... 36290,Germany,Germany,2025-10-20T15:43:37.227376
planethomelending.com,com,published,"Planet Home Lending offers home loans for purchase, refinance, cash-out, and renovation. See customer reviews, competitive rates, and career opportunities at Planet. 41704",United States,United States,2025-10-20T15:43:37.923759
bnpmedia.com,com,published,"Established in 1926, we are a fourth-generation, family-run media enterprise based in Birmingham, Michigan. BNP Media is the trusted choice of millions of B2B professionals globally, providing superior information through a diverse range of reliable... 40871 atcdi.com.cn published The Kapari Water Supply Project, successfully implemented by ATCDI, brings clean water access to the remote Kapari Village in Abau District, Central Province. 36649",United States,United States,2025-10-20T15:43:38.565772
homelandvinyl.com,com,published,"Find all the information you need to know in our homeowners guide. Homeland Vinyl Products, Inc. creates a wide range of high quality residential and commercial vinyl products including vinyl fence, vinyl deck, vinyl railing, and specialty products. 36264",United States,United States,2025-10-20T15:43:39.169215
sandytownshippolice.org,org,published,"Sandy Township Police is proud to partner with and serve our distinct neighborhoods of Oklahoma, West Sandy, West Liberty, Kiwanis Park, Adrian, Iselin Heights, Singing Hills, Clear Run, Indian Hills, Sabula, and Treasure Lake. The Sandy Township Pol... 36447",United States,United States,2025-10-20T15:43:39.745564
glnf.fr,fr,published,La Grande Loge nationale française est une obédience maçonnique française fondée en 1913 sous le nom de « Grande Loge nationale indépendante et régulière pour la France et ses colonies 35025,France,France,2025-10-20T15:43:40.273711
fbrlaw.com,com,published,"UPDATED!!! All business life of company available inside Quickbook files. Fusco, Brandenstein & Rada, P.C. Your Experienced Workers’ Compensation and Social Security Disability Attorneys Are you unable to work or has your income been impacte... 41049",unknown,United States,2025-10-20T15:43:40.899018
tccfleet.com,com,published,"TCC’s history began in 1917 with, the founder of Tai Chong Hsiang Steamship Company, Mr. C.S. Koo’s establishment of Tai Chong Hsiang Customs Brokerage Company in 1917. Leaving behind a poverty-stricken childhood, Mr. C.S. Koo was determined to set o... 42843",United States,United States,2025-10-20T15:43:41.674794
kns.com,com,published,"Kulicke & Soffa Ticker NASDAQ: KLIC Founded in 1951 and headquartered in Singapore, Kulicke & Soffa is a semiconductor and electronics manufacturing company. ### In light of the unexpected termination of negotiations and the emergence of new... 43086",Singapore,Singapore,2025-10-20T15:43:42.305845
customssupport.be,be,published,"We are specialised in - Import, export, and transit - Goods Classification - Customs Consultancy 39238",Belgium,Belgium,2025-10-20T15:43:43.796887
barkingwell.gr,gr,published,"Barking Well Media was founded by the Greek entrepreneur Nikos Koklonis, who was selected by Fortune magazine for its ""40 under 40"" list as one of the top entrepreneurs of 2015 in Greece under 40 years old. 41888",Greece,Greece,2025-10-20T15:43:44.466410
troyareasd.org,org,published,"The Troy Area School District is a school district of the third class organized under state law in Bradford County, PA. It contains the boroughs of Alba, Burlington, Sylvania and Troy, and the townships of Armenia, Burlington, Columbia, Granville, So... 40136",United States,United States,2025-10-20T15:43:45.050859
paysdelaloire.fr,fr,published,"Regional aid and services foreconomy and innovation Industry, commerce, agriculture, fishing, food or research... I discover all the regional aid and services useful to my projects for my business, my farm or my organization. 40477",France,France,2025-10-20T15:43:45.526221
glsco.com,com,published,"We here at Great Lakes Supply eat, breathe, and sleep PTACs. We know them all, sell them all and stock them all. We proudly serve the hospitality, health care, assisted living, educational and multi-family housing industries, and enjoy having an... 40115",United States,United States,2025-10-20T15:43:46.146540
goldstarmetal.com,com,published,GOLDSTAR METAL is an aluminium manufacturing company committed to delivering high-quality standard parts that meet the needs of our customers across various industries. 41015,unknown,United States,2025-10-20T15:43:47.613894
lothar-rapp.de,de,published,Drilling and blasting companies 37941,Germany,Germany,2025-10-20T15:43:48.149580
albonanova.at,at,published,Welcome to our 4 star superior hotel in Zürs on Arlberg. The perfect starting point for your winter holiday with wellness & gourmet restaurant. 39502,Austria,Austria,2025-10-20T15:43:48.779476
iteam.gr,gr,published,Artificial intelligence (AI) is a broad and general term that refers to any type of computer software that engages in human like activities 39342,Greece,Greece,2025-10-20T15:43:49.257155
claycountyin.gov,gov,published,"Clay County is a county located in the northeastern part of the U.S. state of Florida along the west bank of the St. Johns River. As of 2020, the population was 218,245 and in 2023, that number increased to 232,439, making it the third largest county... 38866 wattlerange.sa.gov.au published Wattle Range Council is committed to the principle of honest, open and accountable government and encourages community participation in the business 39656",United States,United States,2025-10-20T15:43:49.826012
lockbit.newcontacts,newcontacts,published,"You can contact the LockBit boss on the contacts below, waiting for an answer can take some time from 1 minute to several days depending on the workload. With questions about decryption to write only in a chat on the site, if the person who encrypte... 37426",unknown,Unknown (newcontacts),2025-10-20T15:43:50.460327
assih.com,com,published,"Alameda Healthcare is a corporate entity operating in the healthcare field aiming to lead the private health care sectors in Egypt, MENA Region, East Europe, and East Asia into new frontiers building on Alameda’s vast experience and reputation 39479",Egypt,Egypt,2025-10-20T15:43:51.895534
gptchb.org,org,published,"Established in 1986, the Great Plains Tribal Leaders' Health Board (GPTLHB) is an organization representing the 18 tribal communities in the four-state region of South Dakota, North Dakota, Nebraska, and Iowa. Through public health practices and... 39449",United States,United States,2025-10-20T15:43:52.420860
piedmonthoist.com,com,published,"Starting from scratch in 1993 with not much more than several good supplier relationships, Piedmont Hoist & Crane has grown from a small service firm doing inspections and repairs to an organization of over 30 employees with 200 years of combined... 40140",United States,United States,2025-10-20T15:43:53.018165
plantmachineworks.com,com,published,"Plant Machine Works is a 62,000-square-foot, full-service machine shop with turn-key machining and fabrication capabilities and large-scale machining for oversized components that many shops can’t handle. Our experienced repair shop specializes in... 37096",United States,United States,2025-10-20T15:43:53.696709
energateinc.com,com,published,"Energate Inc. provides interactive energy management solutions that enable next-generation energy management and the connected home. Energate’s vertically integrated Consumer Connected Demand Response™ platform provides management two-way communicat... 36450 norton.k12.ma.us published Norton High School is a company that employs 250to499 people and has 25Mto50M of revenue. The company is headquartered in Norton, Massachusetts. 37286",United States,United States,2025-10-20T15:43:54.509864
kbc-zagreb.hr,hr,published,"KBC Zagreb is a company that operates in the Hospital & Health Care industry. It employs 2,001-5,000 people and has $500M-$1B of revenue. we have: Medical records, patient exams and studies; doctors' research papers; surgery, organ and donor data... 39223",Croatia,Croatia,2025-10-20T15:43:55.172107
fairfieldmemorial.org,org,published,"Fairfield Memorial Hospital is a fully accredited, not-for-profit critical access hospital. The hospital has 25 acute-care beds and a workforce of over 400 employees. The medical staff at Fairfield Memorial Hospital is comprised of over 90 creden... 37271 townandforest.co.uk published ALL CLIENT CASES We are a dedicated team of experts who are passionate about providing the best possible service to our clients. With a diverse range of skills and expertise, we are dedicated to delivering high quality results and ensuring client... 36342",United States,United States,2025-10-20T15:43:55.828740
concorddirect.com,com,published,"FILES UPDATED!!! Your organization is a unique mix of moving parts, and increasing your ROI, optimizing your channels, and growing your audience requires careful coordination. We’re direct response experts who have been creating successful program... 39029 competenz.co.nz published FILES UPDATED!!! Passports Agreements Confidential data We arrange training for apprenticeships and trainee-ships through on-the-job qualifications, supporting employers, job seekers and people with jobs in our industries. We have stolen a lot... 35652 latinusa.co.id published FILES UPDATED! 5 Gb private files! Internal and external company audit documents, claims, budgets, analysis, finance private info, etc. PT Pelat Timah Nusantara Tbk (NIKL) atau Latinusa, didirikan pada tanggal 19 Agustus 1982 sebagai perusaha... 35003",United States,United States,2025-10-20T15:43:56.562381
nicholsfleet.com,com,published,Nichols Fleet Equipment has been building the best service trucks in the industry. About 2 TB of private information. Drawings and developments. Banking information and more 35042,unknown,United States,2025-10-20T15:43:57.242420
ws-stahl.eu,eu,published,"Passion for steel. Since 1919 Bright steel. Bar steel. Steel tubes. Pre-processing. Materials expertise. The Westfälische Stahlgesellschaft group of companies comprises trading companies in various regions of Germany and, with the Plettenberg drawi... 37105",Germany,Germany,2025-10-20T15:43:57.725558
merrymanhouse.org,org,published,"Merryman House Domestic Crisis Center is committed to improving the lives of those affected by domestic violence: women, men, and children. We are the state-designated and only certified domestic violence program in the Purchase Area Development... 36283",United States,United States,2025-10-20T15:43:58.235027
